WY 2006,MLW Daily Avg, MLW Ft above Crest, MLW Ft above/below Flood,CLW Daily Avg, CLW Ft above Crest, CLW Ft above/below Flood,TIS Daily Avg, TIS Ft above Crest, TIS Ft above/below Flood,FRE Daily Avg, FRE Ft above Crest, FRE Ft above/below Flood
9/30/2006,,,,,,,45.17,,,16.83,,
9/29/2006,,,,,,,45.17,,,16.74,,
9/28/2006,,,,,,,45.17,,,17.01,,
9/27/2006,,,,,,,45.17,,,17.43,,
9/26/2006,,,,,,,45.17,,,17.78,,
9/25/2006,,,,,,,45.17,,,17.88,,
9/24/2006,,,,,,,45.17,,,18.01,,
9/23/2006,,,,,,,45.17,,,18.15,,
9/22/2006,,,,,,,45.17,,,18.38,,
9/21/2006,,,,,,,45.17,,,18.55,,
9/20/2006,,,,,,,45.17,,,18.86,,
9/19/2006,,,,,,,45.17,,,19.15,,
9/18/2006,,,,,,,45.17,,,19.26,,
9/17/2006,,,,,,,45.17,,,19.17,,
9/16/2006,,,,,,,45.17,,,19.01,,
9/15/2006,,,,,,,45.17,,,19.17,,
9/14/2006,,,,,,,45.17,,,19.23,,
9/13/2006,,,,,,,45.17,,,19.13,,
9/12/2006,,,,,,,45.17,,,18.71,,
9/11/2006,,,,,,,45.17,,,18.39,,
9/10/2006,,,,,,,45.17,,,18.35,,
9/9/2006,,,,,,,45.17,,,18.3,,
9/8/2006,,,,,,,45.17,,,18.23,,
9/7/2006,,,,,,,45.17,,,18.15,,
9/6/2006,,,,,,,45.17,,,18.09,,
9/5/2006,,,,,,,45.17,,,18.05,,
9/4/2006,,,,,,,45.17,,,18.02,,
9/3/2006,,,,,,,45.17,,,18.02,,
9/2/2006,,,,,,,45.17,,,18.03,,
9/1/2006,,,,,,,45.17,,,18.06,,
8/31/2006,,,,,,,45.17,,,18.08,,
8/30/2006,,,,,,,45.17,,,18.1,,
8/29/2006,,,,,,,45.17,,,18.14,,
8/28/2006,,,,,,,45.17,,,18.22,,
8/27/2006,,,,,,,45.17,,,18.31,,
8/26/2006,,,,,,,45.17,,,18.36,,
8/25/2006,,,,,,,45.17,,,18.36,,
8/24/2006,,,,,,,45.17,,,18.33,,
8/23/2006,,,,,,,45.17,,,18.28,,
8/22/2006,,,,,,,45.17,,,18.24,,
8/21/2006,,,,,,,45.17,,,18.2,,
8/20/2006,,,,,,,45.17,,,18.17,,
8/19/2006,,,,,,,45.17,,,18.19,,
8/18/2006,,,,,,,45.17,,,18.24,,
8/17/2006,,,,,,,45.17,,,18.29,,
8/16/2006,,,,,,,45.17,,,18.33,,
8/15/2006,,,,,,,45.17,,,18.35,,
8/14/2006,,,,,,,45.17,,,18.39,,
8/13/2006,,,,,,,45.17,,,18.42,,
8/12/2006,,,,,,,45.17,,,18.42,,
8/11/2006,,,,,,,45.17,,,18.42,,
8/10/2006,,,,,,,45.17,,,18.42,,
8/9/2006,,,,,,,45.17,,,18.43,,
8/8/2006,,,,,,,45.17,,,18.46,,
8/7/2006,,,,,,,45.17,,,18.49,,
8/6/2006,,,,,,,45.17,,,18.52,,
8/5/2006,,,,,,,45.17,,,18.51,,
8/4/2006,,,,,,,45.17,,,18.49,,
8/3/2006,,,,,,,45.17,,,18.49,,
8/2/2006,,,,,,,45.17,,,18.5,,
8/1/2006,,,,,,,45.17,,,18.5,,
7/31/2006,,,,,,,45.17,,,18.53,,
7/30/2006,,,,,,,45.17,,,18.59,,
7/29/2006,,,,,,,45.17,,,18.64,,
7/28/2006,,,,,,,45.17,,,18.64,,
7/27/2006,,,,,,,45.17,,,18.61,,
7/26/2006,,,,,,,45.17,,,18.54,,
7/25/2006,,,,,,,45.17,,,18.39,,
7/24/2006,,,,,,,45.17,,,18.17,,
7/23/2006,,,,,,,45.17,,,18.04,,
7/22/2006,,,,,,,45.17,,,17.92,,
7/21/2006,,,,,,,45.17,,,17.82,,
7/20/2006,,,,,,,45.17,,,17.72,,
7/19/2006,,,,,,,45.17,,,17.62,,
7/18/2006,,,,,,,45.17,,,17.52,,
7/17/2006,,,,,,,45.17,,,17.42,,
7/16/2006,,,,,,,45.17,,,17.34,,
7/15/2006,,,,,,,45.17,,,17.3,,
7/14/2006,,,,,,,45.17,,,17.31,,
7/13/2006,,,,,,,45.17,,,17.37,,
7/12/2006,,,,,,,45.17,,,17.42,,
7/11/2006,,,,,,,45.17,,,17.48,,
7/10/2006,,,,,,,45.17,,,17.57,,
7/9/2006,,,,,,,45.17,,,17.67,,
7/8/2006,,,,,,,45.17,,,17.76,,
7/7/2006,,,,,,,45.17,,,17.84,,
7/6/2006,,,,,,,45.17,,,17.93,,
7/5/2006,,,,,,,45.17,,,18.05,,
7/4/2006,,,,,,,45.17,,,18.19,,
7/3/2006,,,,,,,45.17,,,18.32,,
7/2/2006,,,,,,,45.17,,,18.48,,
7/1/2006,,,,,,,45.17,,,18.64,,
6/30/2006,,,,,,,45.17,,,18.82,,
6/29/2006,,,,,,,45.17,,,18.99,,
6/28/2006,,,,,,,45.17,,,19.09,,
6/27/2006,,,,,,,45.17,,,19.23,,
6/26/2006,,,,,,,45.17,,,19.36,,
6/25/2006,,,,,,,45.17,,,19.51,,
6/24/2006,,,,,,,45.17,,,19.72,,
6/23/2006,,,,,,,45.17,,,19.98,,
6/22/2006,,,,,,,45.17,,,20.26,,
6/21/2006,,,,,,,45.17,,,20.53,,
6/20/2006,,,,,,,45.17,,,20.87,,
6/19/2006,,,,,,,45.17,,,21.11,,
6/18/2006,,,,,,,45.17,,,21.27,,
6/17/2006,,,,,,,45.17,,,21.29,,
6/16/2006,,,,,,,45.17,,,21.26,,
6/15/2006,,,,,,,45.17,,,21.26,,
6/14/2006,,,,,,,45.17,,,21.35,,
6/13/2006,,,,,,,45.17,,,21.47,,
6/12/2006,,,,,,,45.17,,,21.64,,
6/11/2006,,,,,,,45.17,,,21.87,,
6/10/2006,,,,,,,45.17,,,22.19,,
6/9/2006,,,,,,,45.17,,,22.44,,
6/8/2006,,,,,,,45.17,,,22.72,,
6/7/2006,,,,,,,45.17,,,22.53,,
6/6/2006,,,,,,,45.17,,,22.2,,
6/5/2006,,,,,,,45.17,,,22.07,,
6/4/2006,,,,,,,45.17,,,21.86,,
6/3/2006,,,,,,,45.17,,,21.7,,
6/2/2006,,,,,,,45.17,,,21.73,,
6/1/2006,,,,,,,45.17,,,21.82,,
5/31/2006,,,,,,,45.17,,,22,,
5/30/2006,,,,,,,45.17,,,22.41,,
5/29/2006,,,,,,,45.17,,,23,,
5/28/2006,,,,,,,45.17,,,23.72,,
5/27/2006,,,,,,,45.17,,,24.54,,
5/26/2006,,,,,,,45.17,,,25.8,,
5/25/2006,,,,,,,45.17,,,26.96,,
5/24/2006,,,,,,,45.17,,,27.49,,
5/23/2006,,,,,,,45.17,,,27.37,,
5/22/2006,,,,,,,45.17,,,27.07,,
5/21/2006,,,,,,,45.17,,,27.09,,
5/20/2006,,,,,,,45.17,,,27.09,,
5/19/2006,,,,,,,45.17,,,27.22,,
5/18/2006,,,,,,,45.17,,,27.54,,
5/17/2006,,,,,,,45.17,,,27.8,,
5/16/2006,,,,,,,45.17,,,28.57,,
5/15/2006,,,,,,,46.05,0.55,-6.95,29.26,,
5/14/2006,,,,,,,45.17,,,29.6,,
5/13/2006,,,,,,,45.17,,,29.89,,
5/12/2006,,,,,,,45.17,,,29.91,,
5/11/2006,,,,,,,45.17,,,29.89,,
5/10/2006,,,,,,,45.17,,,29.69,,
5/9/2006,,,,,,,45.17,,,29.69,,
5/8/2006,,,,,,,45.17,,,30.68,,
5/7/2006,,,,,,,45.17,,,32.14,,
5/6/2006,,,,,,,45.17,,,33.12,,
5/5/2006,,,,,,,45.18,,,33.84,0.34,-6.96
5/4/2006,,,,,,,45.69,0.19,-7.31,34.22,0.72,-6.58
5/3/2006,,,,,,,46.38,0.88,-6.62,34.48,0.98,-6.32
5/2/2006,,,,,,,47.23,1.73,-5.77,34.73,1.23,-6.07
5/1/2006,,,,61.81,0.01,-9.19,47.88,2.38,-5.12,34.86,1.36,-5.94
4/30/2006,,,,62.57,0.77,-8.43,48.21,2.71,-4.79,34.85,1.35,-5.95
4/29/2006,,,,63.02,1.22,-7.98,48.38,2.88,-4.62,34.77,1.27,-6.03
4/28/2006,,,,63.17,1.37,-7.83,48.44,2.94,-4.56,34.69,1.19,-6.11
4/27/2006,,,,63.3,1.5,-7.7,48.49,2.99,-4.51,34.73,1.23,-6.07
4/26/2006,,,,63.3,1.5,-7.7,48.45,2.95,-4.55,34.81,1.31,-5.99
