WY 2010,MLW Daily Avg, MLW Ft above Crest, MLW Ft above/below Flood,CLW Daily Avg, CLW Ft above Crest, CLW Ft above/below Flood,TIS Daily Avg, TIS Ft above Crest, TIS Ft above/below Flood,FRE Daily Avg, FRE Ft above Crest, FRE Ft above/below Flood
9/30/2010,,,,,,,45.14,,,17,,
9/29/2010,,,,,,,45.14,,,17.04,,
9/28/2010,,,,,,,45.14,,,17.16,,
9/27/2010,,,,,,,45.14,,,17.28,,
9/26/2010,,,,,,,45.14,,,17.52,,
9/25/2010,,,,,,,45.14,,,17.75,,
9/24/2010,,,,,,,45.14,,,17.92,,
9/23/2010,,,,,,,48.55,3.05,-4.45,18.01,,
9/22/2010,,,,,,,45.14,,,18.16,,
9/21/2010,,,,,,,45.14,,,18.28,,
9/20/2010,,,,,,,45.14,,,18.36,,
9/19/2010,,,,,,,45.14,,,18.52,,
9/18/2010,,,,,,,45.14,,,18.6,,
9/17/2010,,,,,,,45.14,,,18.57,,
9/16/2010,,,,,,,45.14,,,18.74,,
9/15/2010,,,,,,,45.14,,,18.84,,
9/14/2010,,,,,,,45.14,,,18.8,,
9/13/2010,,,,,,,45.14,,,18.63,,
9/12/2010,,,,,,,45.14,,,18.31,,
9/11/2010,,,,,,,45.14,,,18.01,,
9/10/2010,,,,,,,45.14,,,17.58,,
9/9/2010,,,,,,,45.14,,,17.44,,
9/8/2010,,,,,,,45.14,,,17.4,,
9/7/2010,,,,,,,45.14,,,17.37,,
9/6/2010,,,,,,,45.14,,,17.31,,
9/5/2010,,,,,,,45.14,,,17.1,,
9/4/2010,,,,,,,45.14,,,16.86,,
9/3/2010,,,,,,,45.14,,,16.76,,
9/2/2010,,,,,,,45.14,,,16.69,,
9/1/2010,,,,,,,45.14,,,16.59,,
8/31/2010,,,,,,,45.14,,,16.46,,
8/30/2010,,,,,,,45.14,,,16.46,,
8/29/2010,,,,,,,45.14,,,16.53,,
8/28/2010,,,,,,,45.14,,,16.64,,
8/27/2010,,,,,,,45.14,,,16.77,,
8/26/2010,,,,,,,45.14,,,16.8,,
8/25/2010,,,,,,,45.14,,,16.8,,
8/24/2010,,,,,,,45.14,,,16.8,,
8/23/2010,,,,,,,45.14,,,16.85,,
8/22/2010,,,,,,,45.14,,,17.02,,
8/21/2010,,,,,,,45.14,,,17.39,,
8/20/2010,,,,,,,45.14,,,17.59,,
8/19/2010,,,,,,,45.14,,,17.56,,
8/18/2010,,,,,,,45.14,,,17.15,,
8/17/2010,,,,,,,45.14,,,17.11,,
8/16/2010,,,,,,,45.14,,,17.13,,
8/15/2010,,,,,,,45.14,,,17.14,,
8/14/2010,,,,,,,45.14,,,17.21,,
8/13/2010,,,,,,,45.14,,,17.23,,
8/12/2010,,,,,,,45.14,,,17.24,,
8/11/2010,,,,,,,45.14,,,17.24,,
8/10/2010,,,,,,,45.14,,,17.41,,
8/9/2010,,,,,,,45.14,,,17.59,,
8/8/2010,,,,,,,45.14,,,17.64,,
8/7/2010,,,,,,,45.14,,,17.63,,
8/6/2010,,,,,,,45.14,,,17.6,,
8/5/2010,,,,,,,45.14,,,17.55,,
8/4/2010,,,,,,,45.14,,,17.54,,
8/3/2010,,,,,,,45.14,,,17.58,,
8/2/2010,,,,,,,45.14,,,17.62,,
8/1/2010,,,,,,,45.14,,,17.52,,
7/31/2010,,,,,,,45.14,,,17.36,,
7/30/2010,,,,,,,45.14,,,17.31,,
7/29/2010,,,,,,,45.14,,,17.32,,
7/28/2010,,,,,,,45.14,,,17.38,,
7/27/2010,,,,,,,45.14,,,17.45,,
7/26/2010,,,,,,,45.14,,,17.5,,
7/25/2010,,,,,,,45.14,,,17.42,,
7/24/2010,,,,,,,45.14,,,17.34,,
7/23/2010,,,,,,,45.14,,,17.32,,
7/22/2010,,,,,,,45.14,,,17.33,,
7/21/2010,,,,,,,45.14,,,17.29,,
7/20/2010,,,,,,,45.14,,,17.22,,
7/19/2010,,,,,,,45.14,,,17.16,,
7/18/2010,,,,,,,45.14,,,17.07,,
7/17/2010,,,,,,,45.14,,,16.92,,
7/16/2010,,,,,,,45.14,,,16.87,,
7/15/2010,,,,,,,45.14,,,16.76,,
7/14/2010,,,,,,,45.14,,,16.74,,
7/13/2010,,,,,,,45.14,,,16.73,,
7/12/2010,,,,,,,45.14,,,16.67,,
7/11/2010,,,,,,,45.14,,,16.6,,
7/10/2010,,,,,,,45.14,,,16.52,,
7/9/2010,,,,,,,45.14,,,16.43,,
7/8/2010,,,,,,,45.14,,,16.4,,
7/7/2010,,,,,,,45.14,,,16.18,,
7/6/2010,,,,,,,45.14,,,15.95,,
7/5/2010,,,,,,,45.14,,,15.96,,
7/4/2010,,,,,,,45.14,,,15.97,,
7/3/2010,,,,,,,45.14,,,16.05,,
7/2/2010,,,,,,,45.14,,,16.12,,
7/1/2010,,,,,,,45.14,,,15.96,,
6/30/2010,,,,,,,45.14,,,15.71,,
6/29/2010,,,,,,,45.14,,,15.78,,
6/28/2010,,,,,,,45.14,,,15.81,,
6/27/2010,,,,,,,45.14,,,15.98,,
6/26/2010,,,,,,,45.14,,,16.21,,
6/25/2010,,,,,,,45.14,,,16.35,,
6/24/2010,,,,,,,45.14,,,16.3,,
6/23/2010,,,,,,,45.14,,,16.1,,
6/22/2010,,,,,,,45.14,,,15.9,,
6/21/2010,,,,,,,45.14,,,15.81,,
6/20/2010,,,,,,,45.14,,,15.82,,
6/19/2010,,,,,,,45.14,,,15.95,,
6/18/2010,,,,,,,45.14,,,16.12,,
6/17/2010,,,,,,,45.14,,,16.31,,
6/16/2010,,,,,,,45.14,,,16.89,,
6/15/2010,,,,,,,45.14,,,17.54,,
6/14/2010,,,,,,,45.14,,,18.06,,
6/13/2010,,,,,,,45.14,,,18.69,,
6/12/2010,,,,,,,45.14,,,19.48,,
6/11/2010,,,,,,,45.14,,,20.19,,
6/10/2010,,,,,,,45.14,,,21.13,,
6/9/2010,,,,,,,45.14,,,21.83,,
6/8/2010,,,,,,,45.14,,,22.01,,
6/7/2010,,,,,,,45.14,,,21.9,,
6/6/2010,,,,,,,45.14,,,21.51,,
6/5/2010,,,,,,,45.14,,,20.85,,
6/4/2010,,,,,,,45.14,,,20.1,,
6/3/2010,,,,,,,45.14,,,20.54,,
6/2/2010,,,,,,,45.14,,,21.15,,
6/1/2010,,,,,,,45.14,,,21.05,,
5/31/2010,,,,,,,45.14,,,20.75,,
5/30/2010,,,,,,,45.14,,,20.08,,
5/29/2010,,,,,,,45.14,,,19.24,,
5/28/2010,,,,,,,45.14,,,17.85,,
5/27/2010,,,,,,,45.14,,,16.59,,
5/26/2010,,,,,,,45.14,,,15.79,,
5/25/2010,,,,,,,45.14,,,15.74,,
5/24/2010,,,,,,,45.14,,,15.78,,
5/23/2010,,,,,,,45.14,,,15.85,,
5/22/2010,,,,,,,45.14,,,15.83,,
5/21/2010,,,,,,,45.14,,,15.66,,
5/20/2010,,,,,,,45.14,,,15.52,,
5/19/2010,,,,,,,45.14,,,15.31,,
5/18/2010,,,,,,,45.14,,,14.93,,
5/17/2010,,,,,,,45.14,,,14.68,,
5/16/2010,,,,,,,45.14,,,14.7,,
5/15/2010,,,,,,,45.14,,,15.03,,
5/14/2010,,,,,,,45.14,,,15.47,,
5/13/2010,,,,,,,45.14,,,15.68,,
5/12/2010,,,,,,,45.14,,,15.67,,
5/11/2010,,,,,,,45.14,,,15.81,,
5/10/2010,,,,,,,45.14,,,16.23,,
5/9/2010,,,,,,,45.14,,,16.8,,
5/8/2010,,,,,,,45.14,,,17.41,,
5/7/2010,,,,,,,45.14,,,17.93,,
5/6/2010,,,,,,,45.14,,,18.33,,
5/5/2010,,,,,,,45.14,,,18.75,,
5/4/2010,,,,,,,45.14,,,19.29,,
5/3/2010,,,,,,,45.14,,,19.92,,
5/2/2010,,,,,,,45.14,,,20.69,,
5/1/2010,,,,,,,45.14,,,21.34,,
4/30/2010,,,,,,,45.14,,,21.56,,
4/29/2010,,,,,,,45.14,,,20.43,,
4/28/2010,,,,,,,45.14,,,19.46,,
4/27/2010,,,,,,,45.14,,,19.84,,
4/26/2010,,,,,,,45.14,,,20.39,,
4/25/2010,,,,,,,45.14,,,21.25,,
4/24/2010,,,,,,,45.14,,,22.26,,
4/23/2010,,,,,,,45.14,,,23.35,,
4/22/2010,,,,,,,45.14,,,22.49,,
4/21/2010,,,,,,,45.14,,,20.39,,
4/20/2010,,,,,,,45.14,,,20.33,,
4/19/2010,,,,,,,45.14,,,21.14,,
4/18/2010,,,,,,,45.14,,,21.86,,
4/17/2010,,,,,,,45.14,,,22.46,,
4/16/2010,,,,,,,45.14,,,23.31,,
4/15/2010,,,,,,,45.14,,,23.93,,
4/14/2010,,,,,,,45.14,,,22.43,,
4/13/2010,,,,,,,45.14,,,17.84,,
4/12/2010,,,,,,,45.14,,,16.6,,
4/11/2010,,,,,,,45.14,,,16.5,,
4/10/2010,,,,,,,45.14,,,16.64,,
4/9/2010,,,,,,,45.14,,,17,,
4/8/2010,,,,,,,45.14,,,17.42,,
4/7/2010,,,,,,,45.14,,,17.53,,
4/6/2010,,,,,,,45.14,,,17.23,,
4/5/2010,,,,,,,45.14,,,17.01,,
4/4/2010,,,,,,,45.14,,,16.57,,
4/3/2010,,,,,,,45.14,,,16.8,,
4/2/2010,,,,,,,45.14,,,17.02,,
4/1/2010,,,,,,,45.14,,,17.01,,
3/31/2010,,,,,,,45.14,,,16.33,,
3/30/2010,,,,,,,45.14,,,16.3,,
3/29/2010,,,,,,,45.14,,,16.44,,
3/28/2010,,,,,,,45.14,,,16.57,,
3/27/2010,,,,,,,45.14,,,16.59,,
3/26/2010,,,,,,,45.14,,,16.65,,
3/25/2010,,,,,,,45.14,,,16.79,,
3/24/2010,,,,,,,45.14,,,16.93,,
3/23/2010,,,,,,,45.14,,,17.11,,
3/22/2010,,,,,,,45.14,,,17.32,,
3/21/2010,,,,,,,45.14,,,17.59,,
3/20/2010,,,,,,,45.14,,,17.78,,
3/19/2010,,,,,,,45.14,,,17.97,,
3/18/2010,,,,,,,45.14,,,18.3,,
3/17/2010,,,,,,,45.15,,,18.86,,
3/16/2010,,,,,,,45.15,,,19.49,,
3/15/2010,,,,,,,45.15,,,19.76,,
3/14/2010,,,,,,,45.15,,,19.05,,
3/13/2010,,,,,,,45.15,,,19.15,,
3/12/2010,,,,,,,45.15,,,19.5,,
3/11/2010,,,,,,,45.15,,,19.92,,
3/10/2010,,,,,,,45.15,,,20.44,,
3/9/2010,,,,,,,45.15,,,21.31,,
3/8/2010,,,,,,,45.15,,,22.2,,
3/7/2010,,,,,,,45.15,,,23.32,,
3/6/2010,,,,,,,45.15,,,24.91,,
3/5/2010,,,,,,,45.15,,,25.4,,
3/4/2010,,,,,,,45.15,,,23.33,,
3/3/2010,,,,,,,45.15,,,23.19,,
3/2/2010,,,,,,,45.15,,,24.55,,
3/1/2010,,,,,,,45.37,,,26.04,,
2/28/2010,,,,,,,45.86,0.36,-7.14,25.17,,
2/27/2010,,,,,,,45.15,,,23.71,,
2/26/2010,,,,,,,45.15,,,24.11,,
2/25/2010,,,,,,,45.15,,,21.3,,
2/24/2010,,,,,,,45.15,,,20.02,,
2/23/2010,,,,,,,45.15,,,20.01,,
2/22/2010,,,,,,,45.15,,,20.06,,
2/21/2010,,,,,,,45.15,,,20.5,,
2/20/2010,,,,,,,45.15,,,20.94,,
2/19/2010,,,,,,,45.15,,,21.37,,
2/18/2010,,,,,,,45.15,,,21.81,,
2/17/2010,,,,,,,45.15,,,22.22,,
2/16/2010,,,,,,,45.15,,,22.69,,
2/15/2010,,,,,,,45.15,,,23.31,,
2/14/2010,,,,,,,45.15,,,23.9,,
2/13/2010,,,,,,,45.15,,,24.65,,
2/12/2010,,,,,,,45.15,,,25.81,,
2/11/2010,,,,,,,45.15,,,27.11,,
2/10/2010,,,,,,,45.16,,,27.89,,
2/9/2010,,,,,,,46.14,0.64,-6.86,28.39,,
2/8/2010,,,,62.34,0.54,-8.66,47.52,2.02,-5.48,28.07,,
2/7/2010,,,,63.15,1.35,-7.85,47.77,2.27,-5.23,27.51,,
2/6/2010,,,,62.47,0.67,-8.53,46.65,1.15,-6.36,25.3,,
2/5/2010,,,,,,,45.15,,,23.33,,
2/4/2010,,,,,,,45.15,,,23.99,,
2/3/2010,,,,,,,45.15,,,24.61,,
2/2/2010,,,,,,,45.15,,,25.55,,
2/1/2010,,,,,,,45.15,,,26.64,,
1/31/2010,,,,,,,45.15,,,28.62,,
1/30/2010,,,,,,,45.18,,,31.5,,
1/29/2010,,,,,,,46.5,1,-6.5,33.65,0.15,-7.15
1/28/2010,,,,63.17,1.37,-7.83,48,2.5,-5,20.13,,
1/27/2010,77,0.2,-7.4,66.26,4.46,-4.75,48.7,3.2,-4.3,18.76,,
1/26/2010,76.33,,,64.39,2.59,-6.61,47.86,2.36,-5.14,31.79,,
1/25/2010,,,,61.35,,,46.69,1.19,-6.32,32.73,,
1/24/2010,,,,,,,46.87,1.37,-6.13,34.04,0.54,-6.76
1/23/2010,,,,63.05,1.25,-7.95,47.97,2.47,-5.03,34.05,0.55,-6.75
1/22/2010,76.95,0.15,-7.45,65.93,4.13,-5.07,48.59,3.09,-4.41,31.68,,
1/21/2010,76.93,0.13,-7.47,65.78,3.98,-5.22,48.19,2.69,-4.81,29.2,,
1/20/2010,,,,63.93,2.13,-7.07,46.92,1.42,-6.08,25.67,,
1/19/2010,,,,,,,45.15,,,19.32,,
1/18/2010,,,,,,,45.15,,,17.77,,
1/17/2010,,,,,,,45.15,,,18.11,,
1/16/2010,,,,,,,45.15,,,19.13,,
1/15/2010,,,,,,,45.15,,,19.54,,
1/14/2010,,,,,,,45.15,,,16.51,,
1/13/2010,,,,,,,45.15,,,14.72,,
1/12/2010,,,,,,,45.15,,,14.29,,
1/11/2010,,,,,,,45.15,,,14.22,,
1/10/2010,,,,,,,45.15,,,14.35,,
1/9/2010,,,,,,,45.15,,,14.55,,
1/8/2010,,,,,,,45.15,,,14.71,,
1/7/2010,,,,,,,45.15,,,14.88,,
1/6/2010,,,,,,,45.15,,,15.23,,
1/5/2010,,,,,,,45.15,,,15.73,,
1/4/2010,,,,,,,45.15,,,15.87,,
1/3/2010,,,,,,,45.15,,,15.01,,
1/2/2010,,,,,,,45.15,,,14.9,,
1/1/2010,,,,,,,45.15,,,14.65,,
12/31/2009,,,,,,,45.15,,,14.48,,
12/30/2009,,,,,,,45.15,,,14.48,,
12/29/2009,,,,,,,45.15,,,14.47,,
12/28/2009,,,,,,,45.15,,,14.47,,
12/27/2009,,,,,,,45.15,,,14.63,,
12/26/2009,,,,,,,45.15,,,15.1,,
12/25/2009,,,,,,,45.14,,,15.54,,
12/24/2009,,,,,,,45.15,,,15.77,,
12/23/2009,,,,,,,45.15,,,15.49,,
12/22/2009,,,,,,,45.15,,,15.54,,
12/21/2009,,,,,,,45.15,,,15.72,,
12/20/2009,,,,,,,45.15,,,16.24,,
12/19/2009,,,,,,,45.15,,,16.85,,
12/18/2009,,,,,,,45.15,,,16.48,,
12/17/2009,,,,,,,45.15,,,15.72,,
12/16/2009,,,,,,,45.15,,,15.82,,
12/15/2009,,,,,,,45.15,,,15.93,,
12/14/2009,,,,,,,45.14,,,15.43,,
12/13/2009,,,,,,,45.14,,,14.53,,
12/12/2009,,,,,,,45.14,,,13.65,,
12/11/2009,,,,,,,45.14,,,13.36,,
12/10/2009,,,,,,,45.14,,,13.38,,
12/9/2009,,,,,,,45.14,,,13.43,,
12/8/2009,,,,,,,45.14,,,13.48,,
12/7/2009,,,,,,,45.14,,,13.47,,
12/6/2009,,,,,,,45.14,,,13.34,,
12/5/2009,,,,,,,45.14,,,13.33,,
