WY 2011,MLW Daily Avg, MLW Ft above Crest, MLW Ft above/below Flood,CLW Daily Avg, CLW Ft above Crest, CLW Ft above/below Flood,TIS Daily Avg, TIS Ft above Crest, TIS Ft above/below Flood,FRE Daily Avg, FRE Ft above Crest, FRE Ft above/below Flood
9/30/2011,,,,,,,45.14,,,19.24,,
9/29/2011,,,,,,,45.14,,,19.22,,
9/28/2011,,,,,,,45.14,,,19.16,,
9/27/2011,,,,,,,45.14,,,19.21,,
9/26/2011,,,,,,,45.14,,,19.3,,
9/25/2011,,,,,,,45.14,,,19.27,,
9/24/2011,,,,,,,45.14,,,19.08,,
9/23/2011,,,,,,,45.14,,,19.16,,
9/22/2011,,,,,,,45.14,,,19.27,,
9/21/2011,,,,,,,45.14,,,19.38,,
9/20/2011,,,,,,,45.14,,,19.52,,
9/19/2011,,,,,,,45.14,,,19.67,,
9/18/2011,,,,,,,45.14,,,19.88,,
9/17/2011,,,,,,,45.14,,,19.99,,
9/16/2011,,,,,,,45.14,,,19.96,,
9/15/2011,,,,,,,45.14,,,19.76,,
9/14/2011,,,,,,,45.14,,,19.56,,
9/13/2011,,,,,,,45.14,,,19.56,,
9/12/2011,,,,,,,45.14,,,19.62,,
9/11/2011,,,,,,,45.14,,,19.66,,
9/10/2011,,,,,,,45.14,,,19.56,,
9/9/2011,,,,,,,45.14,,,19.33,,
9/8/2011,,,,,,,45.14,,,19.08,,
9/7/2011,,,,,,,45.14,,,18.99,,
9/6/2011,,,,,,,45.14,,,18.94,,
9/5/2011,,,,,,,45.14,,,19.01,,
9/4/2011,,,,,,,45.14,,,19.08,,
9/3/2011,,,,,,,45.14,,,19.01,,
9/2/2011,,,,,,,45.14,,,18.76,,
9/1/2011,,,,,,,45.14,,,18.67,,
8/31/2011,,,,,,,45.14,,,18.63,,
8/30/2011,,,,,,,45.14,,,18.59,,
8/29/2011,,,,,,,45.14,,,18.57,,
8/28/2011,,,,,,,45.14,,,18.45,,
8/27/2011,,,,,,,45.14,,,17.9,,
8/26/2011,,,,,,,45.14,,,17.6,,
8/25/2011,,,,,,,45.14,,,17.52,,
8/24/2011,,,,,,,45.14,,,17.43,,
8/23/2011,,,,,,,45.14,,,17.37,,
8/22/2011,,,,,,,45.14,,,17.31,,
8/21/2011,,,,,,,45.14,,,17.26,,
8/20/2011,,,,,,,45.14,,,17.24,,
8/19/2011,,,,,,,45.14,,,17.23,,
8/18/2011,,,,,,,45.14,,,17.22,,
8/17/2011,,,,,,,45.14,,,17.21,,
8/16/2011,,,,,,,45.14,,,17.2,,
8/15/2011,,,,,,,45.14,,,17.18,,
8/14/2011,,,,,,,45.14,,,17.17,,
8/13/2011,,,,,,,45.14,,,17.18,,
8/12/2011,,,,,,,45.14,,,17.2,,
8/11/2011,,,,,,,45.14,,,17.2,,
8/10/2011,,,,,,,45.14,,,17.2,,
8/9/2011,,,,,,,45.14,,,17.2,,
8/8/2011,,,,,,,45.14,,,17.14,,
