WY 2007,MLW Daily Avg, MLW Ft above Crest, MLW Ft above/below Flood,CLW Daily Avg, CLW Ft above Crest, CLW Ft above/below Flood,TIS Daily Avg, TIS Ft above Crest, TIS Ft above/below Flood,FRE Daily Avg, FRE Ft above Crest, FRE Ft above/below Flood
9/30/2007,,,,,,,45.17,,,16.04,,
9/29/2007,,,,,,,45.17,,,16.08,,
9/28/2007,,,,,,,45.17,,,16.2,,
9/27/2007,,,,,,,45.17,,,16.52,,
9/26/2007,,,,,,,45.17,,,16.74,,
9/25/2007,,,,,,,45.17,,,16.91,,
9/24/2007,,,,,,,45.17,,,16.96,,
9/23/2007,,,,,,,45.17,,,16.92,,
9/22/2007,,,,,,,45.17,,,17.03,,
9/21/2007,,,,,,,45.17,,,17.24,,
9/20/2007,,,,,,,45.17,,,17.33,,
9/19/2007,,,,,,,45.17,,,17.3,,
9/18/2007,,,,,,,45.17,,,17.47,,
9/17/2007,,,,,,,45.17,,,17.71,,
9/16/2007,,,,,,,45.17,,,17.87,,
9/15/2007,,,,,,,45.17,,,17.83,,
9/14/2007,,,,,,,45.17,,,17.78,,
9/13/2007,,,,,,,45.17,,,17.89,,
9/12/2007,,,,,,,45.17,,,17.87,,
9/11/2007,,,,,,,45.17,,,17.81,,
9/10/2007,,,,,,,45.17,,,17.82,,
9/9/2007,,,,,,,45.17,,,17.98,,
9/8/2007,,,,,,,45.17,,,18.02,,
9/7/2007,,,,,,,45.17,,,17.94,,
9/6/2007,,,,,,,45.17,,,17.96,,
9/5/2007,,,,,,,45.17,,,17.89,,
9/4/2007,,,,,,,45.17,,,17.7,,
9/3/2007,,,,,,,45.17,,,17.62,,
9/2/2007,,,,,,,45.17,,,17.64,,
9/1/2007,,,,,,,45.17,,,17.59,,
8/31/2007,,,,,,,45.17,,,17.39,,
8/30/2007,,,,,,,45.17,,,17.24,,
8/29/2007,,,,,,,45.17,,,17.18,,
8/28/2007,,,,,,,45.17,,,17.15,,
8/27/2007,,,,,,,45.17,,,17.2,,
8/26/2007,,,,,,,45.17,,,17.33,,
8/25/2007,,,,,,,45.17,,,17.51,,
8/24/2007,,,,,,,45.17,,,17.51,,
8/23/2007,,,,,,,45.17,,,17.43,,
8/22/2007,,,,,,,45.17,,,17.27,,
8/21/2007,,,,,,,45.17,,,17.23,,
8/20/2007,,,,,,,45.17,,,17.3,,
8/19/2007,,,,,,,45.17,,,17.49,,
8/18/2007,,,,,,,45.17,,,17.53,,
8/17/2007,,,,,,,45.17,,,17.76,,
8/16/2007,,,,,,,45.17,,,18.2,,
8/15/2007,,,,,,,45.17,,,18.33,,
8/14/2007,,,,,,,45.17,,,18.26,,
8/13/2007,,,,,,,45.17,,,18.29,,
8/12/2007,,,,,,,45.17,,,18.27,,
8/11/2007,,,,,,,45.17,,,18.28,,
8/10/2007,,,,,,,45.17,,,18.31,,
8/9/2007,,,,,,,45.17,,,18.1,,
8/8/2007,,,,,,,45.17,,,17.79,,
8/7/2007,,,,,,,45.17,,,17.7,,
8/6/2007,,,,,,,45.17,,,17.8,,
8/5/2007,,,,,,,45.17,,,17.68,,
8/4/2007,,,,,,,45.17,,,17.61,,
8/3/2007,,,,,,,45.17,,,17.58,,
8/2/2007,,,,,,,45.17,,,17.58,,
8/1/2007,,,,,,,45.17,,,17.63,,
7/31/2007,,,,,,,45.17,,,17.66,,
7/30/2007,,,,,,,45.17,,,17.94,,
7/29/2007,,,,,,,45.17,,,18.29,,
7/28/2007,,,,,,,45.17,,,18.46,,
7/27/2007,,,,,,,45.17,,,18.47,,
7/26/2007,,,,,,,45.17,,,18.54,,
7/25/2007,,,,,,,45.17,,,18.57,,
7/24/2007,,,,,,,45.17,,,18.61,,
7/23/2007,,,,,,,45.17,,,18.67,,
7/22/2007,,,,,,,45.17,,,18.78,,
7/21/2007,,,,,,,45.17,,,18.9,,
7/20/2007,,,,,,,45.17,,,18.82,,
7/19/2007,,,,,,,45.17,,,18.61,,
7/18/2007,,,,,,,45.17,,,18.52,,
7/17/2007,,,,,,,45.17,,,18.62,,
7/16/2007,,,,,,,45.17,,,18.58,,
7/15/2007,,,,,,,45.17,,,18.42,,
7/14/2007,,,,,,,45.17,,,18.35,,
7/13/2007,,,,,,,45.17,,,18.33,,
7/12/2007,,,,,,,45.17,,,18.38,,
7/11/2007,,,,,,,45.17,,,18.35,,
7/10/2007,,,,,,,45.17,,,18.16,,
7/9/2007,,,,,,,45.17,,,17.95,,
7/8/2007,,,,,,,45.17,,,17.85,,
7/7/2007,,,,,,,45.17,,,17.91,,
7/6/2007,,,,,,,45.17,,,17.81,,
7/5/2007,,,,,,,45.17,,,17.85,,
7/4/2007,,,,,,,45.17,,,18.24,,
7/3/2007,,,,,,,45.17,,,18.33,,
7/2/2007,,,,,,,45.17,,,18.07,,
7/1/2007,,,,,,,45.17,,,17.71,,
6/30/2007,,,,,,,45.17,,,17.47,,
6/29/2007,,,,,,,45.17,,,16.95,,
6/28/2007,,,,,,,45.17,,,16.21,,
6/27/2007,,,,,,,45.17,,,15.96,,
6/26/2007,,,,,,,45.17,,,15.93,,
6/25/2007,,,,,,,45.17,,,15.75,,
6/24/2007,,,,,,,45.17,,,15.55,,
6/23/2007,,,,,,,45.17,,,15.48,,
6/22/2007,,,,,,,45.17,,,15.54,,
6/21/2007,,,,,,,45.17,,,15.23,,
6/20/2007,,,,,,,45.17,,,15.18,,
6/19/2007,,,,,,,45.17,,,15.02,,
6/18/2007,,,,,,,45.17,,,14.77,,
6/17/2007,,,,,,,45.17,,,14.41,,
6/16/2007,,,,,,,45.17,,,14.1,,
6/15/2007,,,,,,,45.17,,,14.21,,
6/14/2007,,,,,,,45.17,,,14.59,,
6/13/2007,,,,,,,45.17,,,15,,
6/12/2007,,,,,,,45.17,,,15.32,,
6/11/2007,,,,,,,45.17,,,15.47,,
6/10/2007,,,,,,,45.17,,,15.54,,
6/9/2007,,,,,,,45.17,,,15.62,,
6/8/2007,,,,,,,45.17,,,15.46,,
6/7/2007,,,,,,,45.17,,,15.11,,
6/6/2007,,,,,,,45.17,,,15.01,,
6/5/2007,,,,,,,45.17,,,15.06,,
6/4/2007,,,,,,,45.17,,,14.94,,
6/3/2007,,,,,,,45.17,,,14.56,,
6/2/2007,,,,,,,45.17,,,14.37,,
6/1/2007,,,,,,,45.17,,,14.38,,
5/31/2007,,,,,,,45.17,,,14.39,,
5/30/2007,,,,,,,45.17,,,14.31,,
5/29/2007,,,,,,,45.17,,,13.88,,
5/28/2007,,,,,,,45.17,,,13.38,,
5/27/2007,,,,,,,45.17,,,13.24,,
5/26/2007,,,,,,,45.17,,,13.53,,
5/25/2007,,,,,,,45.17,,,13.95,,
5/24/2007,,,,,,,45.17,,,14.4,,
5/23/2007,,,,,,,45.17,,,14.6,,
5/22/2007,,,,,,,45.17,,,14.45,,
5/21/2007,,,,,,,45.17,,,14.29,,
5/20/2007,,,,,,,45.17,,,14.28,,
5/19/2007,,,,,,,45.17,,,14.24,,
5/18/2007,,,,,,,45.17,,,14.43,,
5/17/2007,,,,,,,45.17,,,14.06,,
5/16/2007,,,,,,,45.17,,,14.2,,
5/15/2007,,,,,,,45.17,,,14.31,,
5/14/2007,,,,,,,45.17,,,14.3,,
5/13/2007,,,,,,,45.17,,,14.08,,
5/12/2007,,,,,,,45.17,,,14.1,,
5/11/2007,,,,,,,45.17,,,14.22,,
5/10/2007,,,,,,,45.17,,,13.66,,
5/9/2007,,,,,,,45.17,,,14.1,,
5/8/2007,,,,,,,45.17,,,14.37,,
5/7/2007,,,,,,,45.17,,,15.12,,
5/6/2007,,,,,,,45.17,,,15.81,,
5/5/2007,,,,,,,45.17,,,15.28,,
5/4/2007,,,,,,,45.17,,,14.54,,
5/3/2007,,,,,,,45.17,,,14.09,,
5/2/2007,,,,,,,45.17,,,14.01,,
5/1/2007,,,,,,,45.17,,,13.88,,
4/30/2007,,,,,,,45.17,,,14.09,,
4/29/2007,,,,,,,45.17,,,14.36,,
4/28/2007,,,,,,,45.17,,,14.83,,
4/27/2007,,,,,,,45.17,,,15.43,,
4/26/2007,,,,,,,45.17,,,15.92,,
4/25/2007,,,,,,,45.17,,,16.53,,
4/24/2007,,,,,,,45.17,,,16.14,,
4/23/2007,,,,,,,45.17,,,15.31,,
4/22/2007,,,,,,,45.17,,,15.27,,
4/21/2007,,,,,,,45.17,,,15.38,,
4/20/2007,,,,,,,45.17,,,15.75,,
4/19/2007,,,,,,,45.17,,,16.23,,
4/18/2007,,,,,,,45.17,,,16.46,,
4/17/2007,,,,,,,45.17,,,16.69,,
4/16/2007,,,,,,,45.17,,,16.73,,
4/15/2007,,,,,,,45.17,,,16.65,,
4/14/2007,,,,,,,45.17,,,16.53,,
4/13/2007,,,,,,,45.17,,,16.56,,
4/12/2007,,,,,,,45.17,,,16.59,,
4/11/2007,,,,,,,45.17,,,16.52,,
4/10/2007,,,,,,,45.17,,,16.72,,
4/9/2007,,,,,,,45.17,,,16.74,,
4/8/2007,,,,,,,45.17,,,16.7,,
4/7/2007,,,,,,,45.17,,,16.64,,
4/6/2007,,,,,,,45.17,,,16.67,,
4/5/2007,,,,,,,45.17,,,16.73,,
4/4/2007,,,,,,,45.17,,,16.77,,
4/3/2007,,,,,,,45.17,,,16.68,,
4/2/2007,,,,,,,45.17,,,16.52,,
4/1/2007,,,,,,,45.17,,,16.48,,
3/31/2007,,,,,,,45.17,,,16.5,,
3/30/2007,,,,,,,45.17,,,16.51,,
3/29/2007,,,,,,,45.17,,,16.29,,
3/28/2007,,,,,,,45.17,,,16.09,,
3/27/2007,,,,,,,45.17,,,15.8,,
3/26/2007,,,,,,,45.17,,,15.81,,
3/25/2007,,,,,,,45.17,,,15.89,,
3/24/2007,,,,,,,45.17,,,16.12,,
3/23/2007,,,,,,,45.17,,,16.21,,
3/22/2007,,,,,,,45.17,,,16.4,,
3/21/2007,,,,,,,45.17,,,16.56,,
3/20/2007,,,,,,,45.17,,,16.63,,
3/19/2007,,,,,,,45.17,,,16.76,,
3/18/2007,,,,,,,45.17,,,16.9,,
3/17/2007,,,,,,,45.17,,,17.09,,
3/16/2007,,,,,,,45.17,,,17.35,,
3/15/2007,,,,,,,45.17,,,17.46,,
3/14/2007,,,,,,,45.17,,,17.47,,
3/13/2007,,,,,,,45.17,,,17.6,,
3/12/2007,,,,,,,45.17,,,17.83,,
3/11/2007,,,,,,,45.17,,,18.22,,
3/10/2007,,,,,,,45.17,,,18.61,,
3/9/2007,,,,,,,45.17,,,18.95,,
3/8/2007,,,,,,,45.17,,,19.34,,
3/7/2007,,,,,,,45.17,,,20.15,,
3/6/2007,,,,,,,45.17,,,21.19,,
3/5/2007,,,,,,,45.17,,,21.84,,
3/4/2007,,,,,,,45.17,,,22.45,,
3/3/2007,,,,,,,45.17,,,23.36,,
3/2/2007,,,,,,,45.17,,,24.42,,
3/1/2007,,,,,,,45.17,,,24.71,,
2/28/2007,,,,,,,45.17,,,24.71,,
2/27/2007,,,,,,,45.17,,,24.04,,
2/26/2007,,,,,,,45.17,,,22.05,,
2/25/2007,,,,,,,45.17,,,21.39,,
2/24/2007,,,,,,,45.17,,,20.49,,
2/23/2007,,,,,,,45.17,,,18.72,,
2/22/2007,,,,,,,45.17,,,18.76,,
2/21/2007,,,,,,,45.17,,,19.04,,
2/20/2007,,,,,,,45.17,,,19.54,,
2/19/2007,,,,,,,45.17,,,20.28,,
2/18/2007,,,,,,,45.17,,,21.05,,
2/17/2007,,,,,,,45.17,,,22.06,,
2/16/2007,,,,,,,45.17,,,23.29,,
2/15/2007,,,,,,,45.17,,,24.88,,
2/14/2007,,,,,,,45.17,,,27.04,,
2/13/2007,,,,,,,45.99,0.49,-7.01,28.56,,
2/12/2007,,,,63.42,1.62,-7.58,47.94,2.44,-5.06,28.88,,
2/11/2007,,,,63.8,2,-7.2,46.46,0.95,-6.55,24.55,,
2/10/2007,,,,,,,45.17,,,18.22,,
2/9/2007,,,,,,,45.17,,,16.82,,
2/8/2007,,,,,,,45.17,,,16.49,,
2/7/2007,,,,,,,45.17,,,16.34,,
2/6/2007,,,,,,,45.17,,,16.13,,
2/5/2007,,,,,,,45.17,,,16.11,,
2/4/2007,,,,,,,45.17,,,16.15,,
2/3/2007,,,,,,,45.17,,,16.29,,
2/2/2007,,,,,,,45.17,,,16.47,,
2/1/2007,,,,,,,45.17,,,16.54,,
1/31/2007,,,,,,,45.17,,,16.47,,
1/30/2007,,,,,,,45.17,,,16,,
1/29/2007,,,,,,,45.17,,,15.57,,
1/28/2007,,,,,,,45.17,,,15.42,,
1/27/2007,,,,,,,45.17,,,15.38,,
1/26/2007,,,,,,,45.17,,,15.41,,
1/25/2007,,,,,,,45.17,,,15.51,,
1/24/2007,,,,,,,45.17,,,15.58,,
1/23/2007,,,,,,,45.17,,,15.68,,
1/22/2007,,,,,,,45.17,,,15.73,,
1/21/2007,,,,,,,45.17,,,15.86,,
1/20/2007,,,,,,,45.17,,,16.01,,
1/19/2007,,,,,,,45.17,,,16.14,,
1/18/2007,,,,,,,45.17,,,16.23,,
1/17/2007,,,,,,,45.17,,,16.27,,
1/16/2007,,,,,,,45.17,,,16.3,,
1/15/2007,,,,,,,45.17,,,16.46,,
1/14/2007,,,,,,,45.17,,,16.56,,
1/13/2007,,,,,,,45.17,,,16.64,,
1/12/2007,,,,,,,45.17,,,16.9,,
1/11/2007,,,,,,,45.17,,,17.13,,
1/10/2007,,,,,,,45.17,,,17.39,,
1/9/2007,,,,,,,45.17,,,17.71,,
1/8/2007,,,,,,,45.17,,,18,,
1/7/2007,,,,,,,45.17,,,18.35,,
1/6/2007,,,,,,,45.17,,,18.26,,
1/5/2007,,,,,,,45.17,,,17.76,,
1/4/2007,,,,,,,45.17,,,17.83,,
1/3/2007,,,,,,,45.17,,,18.02,,
1/2/2007,,,,,,,45.17,,,18.46,,
1/1/2007,,,,,,,45.17,,,19.16,,
12/31/2006,,,,,,,45.17,,,20.4,,
12/30/2006,,,,,,,45.17,,,22.19,,
12/29/2006,,,,,,,45.17,,,23.71,,
12/28/2006,,,,,,,45.17,,,21.1,,
12/27/2006,,,,,,,45.17,,,17.59,,
12/26/2006,,,,,,,45.17,,,17.37,,
12/25/2006,,,,,,,45.17,,,17.57,,
12/24/2006,,,,,,,45.17,,,17.74,,
12/23/2006,,,,,,,45.17,,,17.69,,
12/22/2006,,,,,,,45.17,,,17.56,,
12/21/2006,,,,,,,45.17,,,17.67,,
12/20/2006,,,,,,,45.17,,,18.21,,
12/19/2006,,,,,,,45.17,,,19.01,,
12/18/2006,,,,,,,45.17,,,20.29,,
12/17/2006,,,,,,,45.17,,,21.65,,
12/16/2006,,,,,,,45.17,,,22.37,,
12/15/2006,,,,,,,45.17,,,22.21,,
12/14/2006,,,,,,,45.17,,,19.58,,
12/13/2006,,,,,,,45.17,,,17.85,,
12/12/2006,,,,,,,45.17,,,17.21,,
12/11/2006,,,,,,,45.17,,,16.55,,
12/10/2006,,,,,,,45.17,,,16.1,,
12/9/2006,,,,,,,45.17,,,15.69,,
12/8/2006,,,,,,,45.17,,,15.53,,
12/7/2006,,,,,,,45.17,,,15.58,,
12/6/2006,,,,,,,45.17,,,15.59,,
12/5/2006,,,,,,,45.17,,,15.6,,
12/4/2006,,,,,,,45.17,,,15.59,,
12/3/2006,,,,,,,45.17,,,15.63,,
12/2/2006,,,,,,,45.17,,,15.7,,
12/1/2006,,,,,,,45.17,,,15.89,,
11/30/2006,,,,,,,45.17,,,16.17,,
11/29/2006,,,,,,,45.17,,,16.3,,
11/28/2006,,,,,,,45.17,,,16.16,,
11/27/2006,,,,,,,45.17,,,16.05,,
11/26/2006,,,,,,,45.17,,,15.92,,
11/25/2006,,,,,,,45.17,,,15.99,,
11/24/2006,,,,,,,45.17,,,15.82,,
11/23/2006,,,,,,,45.17,,,15.74,,
11/22/2006,,,,,,,45.17,,,15.69,,
11/21/2006,,,,,,,45.17,,,15.68,,
11/20/2006,,,,,,,45.17,,,15.8,,
11/19/2006,,,,,,,45.17,,,15.91,,
11/18/2006,,,,,,,45.17,,,16.14,,
11/17/2006,,,,,,,45.17,,,16.31,,
11/16/2006,,,,,,,45.17,,,16.26,,
11/15/2006,,,,,,,45.17,,,16.01,,
11/14/2006,,,,,,,45.17,,,15.62,,
11/13/2006,,,,,,,45.17,,,15.38,,
11/12/2006,,,,,,,45.17,,,15.12,,
11/11/2006,,,,,,,45.17,,,15.06,,
11/10/2006,,,,,,,45.17,,,15.1,,
11/9/2006,,,,,,,45.17,,,15.03,,
11/8/2006,,,,,,,45.17,,,14.99,,
11/7/2006,,,,,,,45.17,,,15.04,,
11/6/2006,,,,,,,45.17,,,14.98,,
11/5/2006,,,,,,,45.17,,,14.89,,
11/4/2006,,,,,,,45.17,,,14.84,,
11/3/2006,,,,,,,45.17,,,14.48,,
11/2/2006,,,,,,,45.17,,,14.34,,
11/1/2006,,,,,,,45.17,,,14.41,,
10/31/2006,,,,,,,45.17,,,14.51,,
10/30/2006,,,,,,,45.17,,,14.53,,
10/29/2006,,,,,,,45.17,,,14.47,,
10/28/2006,,,,,,,45.17,,,14.42,,
10/27/2006,,,,,,,45.17,,,14.43,,
10/26/2006,,,,,,,45.17,,,14.54,,
10/25/2006,,,,,,,45.17,,,14.71,,
10/24/2006,,,,,,,45.17,,,14.73,,
10/23/2006,,,,,,,45.17,,,14.73,,
10/22/2006,,,,,,,45.17,,,14.76,,
10/21/2006,,,,,,,45.17,,,14.78,,
10/20/2006,,,,,,,45.17,,,14.84,,
10/19/2006,,,,,,,45.17,,,14.9,,
10/18/2006,,,,,,,45.17,,,14.98,,
10/17/2006,,,,,,,45.17,,,15.12,,
10/16/2006,,,,,,,45.17,,,15.18,,
10/15/2006,,,,,,,45.17,,,15.31,,
10/14/2006,,,,,,,45.17,,,15.47,,
10/13/2006,,,,,,,45.17,,,15.68,,
10/12/2006,,,,,,,45.17,,,15.84,,
10/11/2006,,,,,,,45.17,,,16.01,,
10/10/2006,,,,,,,45.17,,,16.13,,
10/9/2006,,,,,,,45.17,,,16.18,,
10/8/2006,,,,,,,45.17,,,16.25,,
10/7/2006,,,,,,,45.17,,,16.33,,
10/6/2006,,,,,,,45.17,,,16.36,,
10/5/2006,,,,,,,45.17,,,16.38,,
10/4/2006,,,,,,,45.17,,,16.48,,
10/3/2006,,,,,,,45.17,,,16.49,,
10/2/2006,76.59,,,,,,45.17,,,16.34,,
10/1/2006,,,,,,,45.17,,,16.58,,
